id,genre
980458,2
980461,2
980624,4
980631,4
980655,4
980658,5
980661,2
980756,5
980810,0
980839,5
980857,2
980869,2
980876,2
981734,2
981835,2
981995,0
982661,5
982664,5
982667,4
982670,5
982678,5
982682,5
982687,5
982692,5
982706,5
982709,4
982717,5
982718,3
982721,2
982724,2
982727,2
982730,2
982896,3
983034,0
983037,1
983040,2
983044,5
983051,3
983071,0
983074,1
983077,5
983214,5
983217,5
983220,5
983224,5
983417,4
983420,1
984860,5
986132,5
986137,5
986140,5
987277,1
987291,3
987294,0
987806,0
987809,3
988122,4
988125,4
988371,1
988374,1
988725,4
988746,4
988780,4
988832,2
988854,3
988875,4
988889,4
988912,5
988927,3
989070,4
989091,1
989794,2
990204,2
990207,3
990210,1
990219,0
990901,3
991006,0
991080,0
991445,0
991448,2
991489,3
991773,4
992032,0
992066,5
992709,0
992712,0
992715,0
992771,2
992775,1
992778,2
992781,1
992882,5
992885,5
992889,4
993080,5
993117,5
993121,4
993124,0
993127,5
993407,4
993552,0
993772,3
993775,3
993912,1
994052,2
994082,4
994088,4
994385,2
994388,3
994391,3
994394,3
994397,3
994440,0
994443,0
994446,2
994449,5
994474,5
994477,0
994480,2
994483,0
994612,2
994930,5
994933,5
995256,2
995261,2
996137,2
996147,1
996152,0
996157,0
996158,2
996161,4
996164,0
996167,4
996468,4
996485,5
996745,5
996773,0
997132,5
997137,5
997149,5
997816,1
997868,5
997876,2
997880,4
997905,3
998113,5
998370,4
998373,4
998376,4
998446,5
998449,3
998452,5
998494,0
998638,1
998908,4
998911,4
998914,4
999077,2
999082,2
999564,5
999573,4
999835,4
999840,4
999850,4
1000237,4
1000240,2
1000243,3
1000809,2
1000812,2
1001206,3
1001209,3
1001232,2
1001388,0
1001917,1
1001921,1
1001927,1
1002092,4
1002538,0
1002598,2
1002824,0
1003011,2
1003015,2
1003200,1
1003204,5
1003689,0
1003692,0
1003982,3
1003985,3
1003988,4
1004225,0
1004326,5
1004572,2
1004829,2
1004834,3
1004875,2
1004878,2
1004980,3
1005516,4
1005586,5
1005838,5
1005841,5
1005844,4
1005864,5
1005867,5
1005870,5
1005873,5
1005914,5
1005917,5
1006330,4
1006382,0
1006549,0
1006550,4
1006725,0
1006728,0
1006731,0
1008247,5
1008262,5
1010808,2
1010811,3
1010889,4
1012430,5
1012434,5
1012697,5
1012702,5
1012953,4
1012961,2
1013001,2
1013004,2
1013007,2
1013853,0
1013857,0
1013860,3
1014166,0
1014240,0
1014243,0
1014310,5
1014317,5
1014320,0
1014415,4
1014418,4
1014678,0
1014715,5
1014721,4
1014724,4
1014860,2
1014867,2
1014873,2
1014879,2
1014882,1
1014885,2
1014948,1
1015088,0
1015093,0
1015099,5
1015198,0
1015201,3
1015303,2
1015307,3
1015310,3
1015313,3
1015316,4
1015579,1
1015590,5
1015593,2
1015596,2
1015705,5
1015710,4
1015714,1
1015717,4
1015746,0
1015750,0
1015762,3
1015765,3
1015777,5
1015780,5
1015783,5
1015786,5
1015789,5
1015793,0
1015814,4
1015817,5
1015820,4
1016097,0
1016126,4
1016129,5
1016168,3
1016171,2
1016174,3
1016251,0
1016256,0
1016259,0
1016639,0
1016646,0
1016736,2
1016739,2
1017190,0
1017193,2
1017262,2
1017265,3
1017392,5
1017395,4
1017398,4
1017550,5
1017553,5
1017556,4
1017726,2
1017729,2
1017925,0
1017977,1
1017980,3
1018033,5
1018054,5
1018061,4
1018065,5
1018068,4
1018269,0
1018274,0
1018435,3
1018438,3
1018442,2
1018509,5
1018512,5
1018515,1
1018518,3
1018656,4
1018661,1
1018666,3
1018671,5
1018676,0
1018679,3
1018682,5
1018685,5
1018688,4
1018691,5
1018947,0
1019224,4
1019227,1
1019603,0
1019606,0
1019815,5
1019818,4
1020057,5
1020265,2
1020307,2
1020310,5
1020313,5
1020316,5
1020324,5
1020454,0
1020594,4
1021097,1
1021223,4
1021259,1
1021262,1
1021329,5
1021333,3
1021337,5
1021340,5
1021350,4
1021353,5
1021356,1
1021554,1
1021561,3
1021579,5
1021582,5
1021585,5
1021662,2
1021675,0
1021678,4
1021681,5
1021684,1
1021687,3
1021690,2
1021693,0
1021699,0
1021702,0
1021705,0
1022579,3
1022680,4
1023012,5
1023053,2
1023056,3
1023060,3
1023063,0
1023102,5
1023105,4
1023214,1
1023526,4
1023529,5
1023532,4
1023736,2
1023740,2
1023743,2
1023746,2
1023996,3
1024166,1
1024169,1
1024899,0
1024902,4
1025173,3
1025176,0
1026209,2
1026212,4
1026239,3
1026242,3
1026858,3
1027211,0
1027228,5
1027231,4
1027277,5
1027282,4
1027388,5
1027400,3
1027468,0
1027477,4
1027485,5
1027490,2
1027496,3
1027587,0
1027591,0
1027594,0
1027597,4
1027601,3
1027604,3
1027607,3
1027610,0
1027613,4
1027616,1
1027619,3
1027622,3
1028059,5
1028062,4
1028065,4
1028601,1
1028604,0
1028607,3
1028610,5
1028738,5
1028741,4
1028762,3
1028940,0
1028943,2
1028946,2
1028949,5
1028952,0
1028955,2
1029023,2
1029026,2
1029029,1
1029355,0
1029369,0
1029372,0
1029375,0
1029643,2
1029646,1
1029649,2
1029653,3
1029687,0
1029764,2
1029789,2
1029822,4
1029868,3
1029911,2
1029933,5
1029936,5
1029939,4
1029964,0
1029972,3
1030087,5
1030092,5
1030095,1
1030098,5
1030289,4
1030292,2
1030385,2
1030729,5
1030774,3
1030777,3
1030779,0
1030791,3
1030794,4
1031121,0
1031155,0
1031221,4
1031224,4
1031253,4
1031257,5
1031260,5
1031263,1
1031266,5
1031269,4
1031464,3
1031467,3
1031470,0
1031682,0
1031768,0
1031771,5
1031774,5
1032043,4
1032162,3
1032165,3
1032204,4
1032207,5
1032285,0
1032292,0
1032445,4
1032448,4
1032472,2
1032476,1
1032479,1
1032482,1
1032485,4
1032575,4
1032578,4
1032587,4
1033010,0
1033065,0
1033068,0
1033288,4
1033393,5
1033471,0
1033475,0
1033478,0
1033586,4
1033687,1
1033691,4
1033694,2
1033716,1
1033719,2
1033873,0
1033876,1
1033955,5
1033958,5
1033961,0
1033964,0
1034006,2
1034009,3
1034173,3
1034176,3
1034469,4
1034472,0
1034475,0
1034478,2
1034481,2
1034498,3
1034501,2
1034556,2
1034566,2
1034569,2
1034575,1
1034578,0
1034583,0
1034586,0
1034589,5
1034592,0
1034848,0
1035199,0
1035202,1
1035765,1
1035773,0
1035783,5
1036000,0
1036048,4
1036338,4
1036342,4
1036345,1
1036379,2
1036382,0
1036385,2
1036473,5
1036476,3
1036479,2
1036972,2
1036985,1
1037096,5
1037203,5
1037208,5
1037258,0
1037262,0
1037418,0
1037421,5
1037424,4
1037656,0
1037659,1
1037981,4
1038210,4
1038234,2
1038240,2
1038243,2
1038733,2
1038738,0
1038742,0
1038945,0
1039053,1
1039060,1
1039063,2
1039078,5
1039083,1
1039086,1
1039186,2
1039190,5
1039193,2
1039202,2
1039207,3
1039212,3
1039268,0
1039427,4
1039743,2
1039855,3
1040068,1
1040075,1
1040078,2
1040081,1
1040084,0
1040243,5
1040252,5
1040308,4
1040312,4
1040315,1
1040318,5
1040562,0
1040565,1
1040722,3
1040725,3
1040728,3
1040732,3
1040735,4
1040738,3
1040741,3
1040744,3
1040748,1
1040827,3
1040835,3
1040849,3
1040852,0
1040860,3
1040863,3
1040869,3
1041077,2
1041091,0
1041256,0
1041259,3
1041262,3
1041265,1
1041362,3
1041673,2
1041678,0
1041734,3
1041742,3
1041875,3
1042079,4
1042082,3
1042085,5
1042113,5
1042116,5
1042626,1
1042629,5
1042653,2
1042658,1
1042661,5
1042664,0
1043565,2
1043609,4
1043612,5
1043620,3
1043994,0
1043997,2
1044457,2
1044460,2
1044463,2
1044502,2
1044707,0
1044713,5
1044916,3
1044921,0
1045005,0
1045009,0
1045012,0
1045184,5
1045188,5
1045307,3
1045310,2
1045313,2
1045328,0
1045351,0
1045354,0
1045357,1
1045360,4
1045500,1
1045504,5
1045507,5
1045607,0
1045695,1
1045703,2
1046809,2
1046812,2
1047062,3
1047065,3
1047224,4
1047332,3
1047547,2
1047550,2
1048078,1
1048083,5
1048213,4
1048222,5
1048363,0
1048456,5
1048470,1
1048571,4
1048574,3
1048577,4
1048580,4
1048584,1
1048588,3
1049192,1
1049368,4
1049371,5
1049374,5
1049377,5
1049381,1
1049386,3
1049819,2
1049838,1
1049841,0
1049930,4
1049958,4
1049961,4
1050236,0
1050239,0
1050345,5
1050348,4
1050384,0
1050388,0
1050505,2
1050508,1
1050584,3
1050589,3
1050594,0
1050597,3
1050608,0
1051743,3
1051756,1
1051759,3
1051762,3
1051765,3
1051832,5
1051835,4
1051838,4
1051841,1
1052224,5
1052227,0
1052230,1
1052233,4
1052293,2
1052472,5
1052548,5
1052840,2
1052843,2
1052896,0
1052899,0
1052942,2
1052992,1
1052995,5
1052997,5
1053000,0
1053043,4
1053046,1
1053049,5
1053072,0
1053771,0
1053978,5
1054013,0
1054016,0
1054250,1
1054259,3
1054702,0
1055401,3
1055409,5
1055419,4
1055422,5
1055499,2
1055502,2
1055505,2
1055520,2
1055524,2
1055826,0
1055892,2
1055897,0
1055900,1
1056390,4
1056407,5
1056430,5
1056705,0
1056979,5
1057240,5
1059769,1
1061594,4
1061597,2
