id,genre
1045307,3
1045310,3
1045313,3
1045328,3
1045351,3
1045354,3
1045357,3
1045360,3
1045500,3
1045504,3
1045507,3
1045607,0
1045695,5
1045703,3
1046809,3
1046812,3
1047062,3
1047065,3
1047224,3
1047332,0
1047547,3
1047550,5
1048078,3
1048083,5
1048213,3
1048222,5
1048363,0
1048456,5
1048470,3
1048571,3
1048574,3
1048577,3
1048580,3
1048584,2
1048588,3
1049192,3
1049368,5
1049371,5
1049374,2
1049377,0
1049381,5
1049386,3
1049819,3
1049838,3
1049841,3
1049930,5
1049958,5
1049961,5
1050236,3
1050239,0
1050345,3
1050348,3
1050384,0
1050388,3
1050505,3
1050508,3
1050584,3
1050589,3
1050594,4
1050597,3
1050608,0
1051743,3
1051756,4
1051759,3
1051762,3
1051765,3
1051832,3
1051835,3
1051838,3
1051841,3
1052224,5
1052227,4
1052230,0
1052233,2
1052293,3
1052472,5
1052548,5
1052840,3
1052843,5
1052896,0
1052899,0
1052942,3
1052992,0
1052995,0
1052997,2
1053000,4
1053043,5
1053046,5
1053049,5
1053072,5
1053771,0
1053978,2
1054013,3
1054016,3
1054250,3
1054259,3
1054702,0
1055401,3
1055409,3
1055419,5
1055422,5
1055499,5
1055502,3
1055505,3
1055520,3
1055524,3
1055826,3
1055892,3
1055897,2
1055900,5
1056390,5
1056407,3
1056430,3
1056705,0
1056979,5
1057240,3
1059769,3
1061594,3
1061597,3
